DaysSince5/19/06,SPY Raw,SPY ADJ,VIX,3Mo Interest Rate,SSVI eta,SSVI rho,VXST (estimate before 2/3/14)
587,147.67,113.28,20.26,0.031700,2.2685,-0.9875,20.82
588,147.30,112.99,20.74,0.031800,2.281,-0.9812,21.41
591,146.21,112.16,22.50,0.033600,2.3186,-0.966,23.58
593,144.93,111.17,23.17,0.032600,2.2217,-0.9355,24.40
594,144.86,111.12,22.49,0.032400,2.1122,-0.9323,23.56
595,141.31,108.40,23.94,0.032000,2.0028,-0.9291,25.35
598,141.19,108.31,23.79,0.032700,1.9386,-0.9188,25.16
599,138.91,106.56,25.43,0.032500,1.9613,-0.9153,27.18
600,140.37,107.68,24.12,0.032200,1.9839,-0.9118,25.57
601,141.29,108.38,23.45,0.032400,1.9522,-0.9082,24.74
602,140.15,107.51,23.68,0.030900,1.9206,-0.9047,25.03
605,141.28,108.37,22.90,0.031900,1.8257,-0.8743,24.07
606,138.17,105.99,23.34,0.031700,1.7941,-0.8609,24.61
607,136.98,105.08,24.38,0.031400,2.2362,-0.8475,25.89
608,133.43,102.35,28.46,0.030700,2.235,-0.8341,30.91
609,132.06,101.30,27.18,0.028600,2.2337,-0.8206,29.33
613,130.72,100.27,31.01,0.023500,2.2286,-0.8367,34.04
614,133.86,102.68,29.02,0.022100,2.2274,-0.8644,31.59
615,134.99,103.55,27.78,0.023700,2.2261,-0.8504,30.07
616,133.04,102.05,29.08,0.023000,2.2248,-0.8512,31.67
619,135.24,103.74,27.78,0.023400,2.221,-0.8538,30.07
620,135.91,104.25,27.32,0.022800,2.2198,-0.8547,29.50
621,134.91,103.49,27.62,0.022100,2.2185,-0.8555,29.87
622,137.37,105.37,26.20,0.019600,2.2173,-0.8564,28.13
623,139.58,107.07,24.02,0.021000,2.216,-0.8572,25.44
626,137.82,105.72,25.99,0.022700,2.2122,-0.8598,27.87
627,134.13,102.89,28.24,0.021900,2.2109,-0.8606,30.64
628,133.05,102.06,28.97,0.021000,2.2213,-0.8605,31.53
629,133.93,102.74,27.66,0.021700,2.2316,-0.8603,29.92
630,133.07,102.08,28.01,0.022300,2.242,-0.8602,30.35
633,133.75,102.60,27.60,0.023100,2.2731,-0.8597,29.85
634,134.99,103.55,26.33,0.023100,2.2834,-0.8596,28.29
635,136.37,104.61,24.88,0.022800,2.2938,-0.8594,26.50
636,135.17,103.69,25.54,0.023100,2.2888,-0.8593,27.31
637,135.14,103.66,25.02,0.022100,2.2838,-0.8591,26.67
641,135.52,103.96,25.59,0.022800,2.2638,-0.8423,27.38
642,135.92,104.26,24.40,0.022500,2.2588,-0.8341,25.91
643,134.79,103.40,25.12,0.022000,2.2538,-0.846,26.80
644,135.62,104.03,24.06,0.022000,2.2488,-0.8579,25.49
647,137.33,105.34,23.03,0.022000,2.2339,-0.8551,24.23
648,138.36,106.13,21.90,0.021400,2.2289,-0.8576,22.84
649,138.22,106.03,22.69,0.019800,2.2239,-0.8601,23.81
650,136.87,104.99,23.53,0.019000,2.2189,-0.8627,24.84
651,133.82,102.65,26.54,0.018500,2.2139,-0.8652,28.54
654,133.50,102.41,26.28,0.017000,2.1989,-0.8727,28.22
655,132.99,102.01,25.52,0.016600,2.194,-0.8752,27.29
656,133.83,102.66,24.60,0.015300,2.189,-0.8777,26.16
657,131.06,100.53,27.55,0.013900,2.184,-0.8803,29.79
658,129.71,99.50,27.49,0.014500,2.179,-0.8828,29.71
661,128.00,98.19,29.38,0.013500,2.112,-0.8851,32.04
662,132.60,101.72,26.36,0.014800,2.081,-0.8859,28.32
663,131.36,100.76,27.22,0.014800,2.0499,-0.8867,29.38
664,131.65,100.99,27.29,0.013500,2.0189,-0.8874,29.47
665,129.61,99.42,31.16,0.011800,1.9879,-0.8743,34.23
668,128.30,98.42,32.24,0.011100,1.9877,-0.86,35.56
669,133.63,102.51,25.79,0.009200,1.9817,-0.8593,27.62
670,130.32,99.97,29.84,0.006100,1.9703,-0.8587,32.60
671,132.08,101.82,26.62,0.006300,1.959,-0.858,28.64
675,134.72,103.85,25.73,0.012400,1.9135,-0.8775,27.55
676,134.85,103.95,25.72,0.012900,1.9021,-0.8878,27.54
677,133.20,102.68,26.08,0.012900,1.8907,-0.8982,27.98
678,132.78,102.36,25.88,0.013000,1.8793,-0.9086,27.73
679,131.51,101.38,25.71,0.013300,1.8679,-0.919,27.52
682,131.97,101.73,25.61,0.013800,1.8632,-0.8913,27.40
683,136.61,105.31,22.68,0.014000,1.8812,-0.8821,23.80
684,136.70,105.38,23.43,0.014100,1.8992,-0.8729,24.72
685,137.04,105.64,23.21,0.014000,1.9172,-0.8695,24.45
686,136.89,105.53,22.45,0.013500,1.9352,-0.866,23.51
689,136.96,105.58,22.42,0.014500,1.9893,-0.8557,23.48
690,136.82,105.47,22.36,0.014100,2.0073,-0.8522,23.40
691,135.83,104.71,22.81,0.013100,2.0253,-0.8488,23.96
692,136.02,104.86,21.98,0.012700,2.0433,-0.8453,22.94
693,133.38,102.82,23.46,0.011900,2.0613,-0.8423,24.76
696,132.93,102.47,23.82,0.010800,2.1132,-0.8331,25.20
697,133.24,102.71,22.78,0.011000,2.1305,-0.8301,23.92
698,136.85,105.50,20.53,0.011200,2.1478,-0.8282,21.15
699,137.05,105.65,20.37,0.012300,2.1651,-0.8263,20.96
700,138.48,106.75,20.13,0.013500,2.1824,-0.8244,20.66
703,138.55,106.81,20.50,0.013400,2.2835,-0.8139,21.12
704,137.94,106.34,20.87,0.012700,2.2971,-0.8096,21.57
705,137.72,106.17,20.26,0.012600,2.3106,-0.8052,20.82
706,138.32,106.63,20.06,0.012600,2.3241,-0.8009,20.57
707,139.60,107.62,19.59,0.013400,2.3376,-0.7966,20.00
710,139.63,107.64,19.64,0.014300,2.3782,-0.7837,20.06
711,139.08,107.21,20.24,0.014600,2.3871,-0.7793,20.80
712,138.26,106.58,20.79,0.014300,2.396,-0.7775,21.47
713,141.12,108.79,18.88,0.014500,2.4049,-0.7757,19.12
714,141.51,109.09,18.18,0.015000,2.4139,-0.7739,18.26
717,140.83,108.56,18.90,0.015300,2.4406,-0.7685,19.15
718,142.05,109.50,18.21,0.016300,2.4495,-0.7671,18.30
719,139.52,107.55,19.73,0.016700,2.4585,-0.7657,20.17
720,139.16,107.28,19.40,0.016600,2.4674,-0.7644,19.76
721,138.90,107.08,19.41,0.016900,2.4763,-0.763,19.77
724,140.46,108.28,17.79,0.017700,2.5031,-0.759,17.78
725,140.48,108.29,17.98,0.018300,2.512,-0.7623,18.02
726,140.77,108.52,17.66,0.018200,2.7578,-0.7657,17.62
727,142.53,109.87,16.30,0.018300,2.7143,-0.7691,15.95
728,142.66,109.97,16.47,0.018400,2.6708,-0.7725,16.16
731,143.05,110.28,17.01,0.018200,2.6496,-0.7826,16.82
732,141.89,109.38,17.58,0.018600,2.6426,-0.786,17.52
733,139.49,107.53,18.59,0.018600,2.6355,-0.7894,18.77
734,139.51,107.55,18.05,0.018600,2.6285,-0.7907,18.10
735,137.64,106.10,19.55,0.018600,2.6214,-0.792,19.95
739,138.66,106.89,19.64,0.018900,2.5932,-0.7973,20.06
740,139.30,107.38,19.07,0.018900,2.5862,-0.7986,19.36
741,140.00,107.92,18.14,0.019000,2.5791,-0.7999,18.21
742,140.35,108.19,17.83,0.018900,2.5721,-0.8013,17.83
745,138.90,107.08,19.83,0.018500,2.5379,-0.8062,20.29
746,138.09,106.45,20.24,0.018500,2.5265,-0.8084,20.80
747,138.02,106.40,20.80,0.018400,2.5151,-0.8107,21.48
748,140.78,108.53,18.63,0.018500,2.5037,-0.8129,18.81
749,136.29,105.06,23.56,0.018500,2.4923,-0.8152,24.88
752,136.62,105.32,23.12,0.018900,2.4581,-0.8219,24.34
753,135.94,104.79,23.18,0.020200,2.4467,-0.8242,24.41
754,133.94,103.25,24.12,0.019600,2.4353,-0.8264,25.57
755,134.45,103.65,23.33,0.020000,2.4238,-0.8275,24.60
756,136.15,104.96,21.22,0.019900,2.4124,-0.8285,22.00
759,136.23,105.02,20.95,0.020700,2.3782,-0.8291,21.67
760,135.57,104.51,21.13,0.019900,2.3667,-0.8276,21.89
761,134.25,103.49,22.24,0.019300,2.3553,-0.8261,23.26
762,134.42,103.62,21.58,0.019100,2.3439,-0.8246,22.44
763,131.58,101.94,22.87,0.018700,2.3325,-0.8231,24.03
766,131.45,101.84,22.64,0.018700,2.3039,-0.8042,23.75
767,131.19,101.64,22.42,0.018300,2.2943,-0.8105,23.48
768,131.81,102.12,21.14,0.018100,2.2848,-0.8167,21.90
769,128.23,99.35,23.93,0.017400,2.2752,-0.823,25.33
770,127.53,98.80,23.44,0.016800,2.2657,-0.8292,24.73
773,127.98,99.15,23.95,0.019000,2.2371,-0.8394,25.36
774,128.38,99.46,23.65,0.018700,2.2275,-0.8371,24.99
775,126.18,97.76,25.92,0.018200,2.218,-0.8348,27.78
776,126.31,97.86,24.78,0.018400,2.2084,-0.8325,26.38
780,125.02,96.86,25.78,0.018700,2.1703,-0.8234,27.61
781,127.24,98.58,23.15,0.018600,2.1607,-0.8211,24.37
782,124.79,96.68,25.23,0.018200,2.1512,-0.8188,26.93
783,125.30,97.08,25.59,0.016700,2.2339,-0.8036,27.38
784,123.84,95.94,27.49,0.016200,2.2455,-0.8252,29.71
787,122.72,95.08,28.48,0.015200,2.2802,-0.8198,30.93
788,120.99,93.74,28.54,0.013900,2.2918,-0.818,31.00
789,123.96,96.04,25.10,0.013700,2.3033,-0.8162,26.77
790,125.20,97.00,25.01,0.014300,2.3149,-0.8145,26.66
791,125.98,97.60,24.05,0.014800,2.3265,-0.8127,25.48
794,126.05,97.66,23.05,0.014800,2.3395,-0.8073,24.25
795,127.48,98.76,21.18,0.015500,2.3294,-0.8055,21.95
796,128.17,99.30,21.31,0.015900,2.3193,-0.7991,22.11
797,125.51,97.24,23.44,0.016500,2.3092,-0.7926,24.73
798,125.48,97.21,22.91,0.017500,2.2991,-0.7931,24.08
801,123.64,95.79,24.23,0.017300,2.2687,-0.7947,25.70
802,126.28,97.83,22.03,0.017200,2.2586,-0.7952,23.00
803,128.53,99.58,21.21,0.017000,2.2485,-0.7957,21.99
804,126.83,98.26,22.94,0.016800,2.2384,-0.7962,24.12
805,126.16,97.74,22.57,0.016600,2.2283,-0.7967,23.66
808,124.99,96.83,23.49,0.017500,2.198,-0.7967,24.79
809,128.36,99.45,21.14,0.017500,2.1879,-0.7957,21.90
810,128.93,99.89,20.23,0.016400,2.1778,-0.7947,20.78
811,127.01,98.40,21.15,0.016600,2.1676,-0.7937,21.91
812,129.37,100.23,20.66,0.017000,2.1575,-0.7926,21.31
815,130.71,101.27,20.12,0.018700,2.1272,-0.7896,20.65
816,129.35,100.21,21.17,0.018600,2.0533,-0.7886,21.94
817,128.57,99.61,21.55,0.018500,2.0534,-0.7876,22.41
818,129.54,100.36,20.34,0.018900,2.0534,-0.7865,20.92
819,130.17,100.85,19.58,0.018500,2.0535,-0.7855,19.98
822,128.39,99.47,20.98,0.018200,2.0537,-0.7861,21.71
823,126.99,98.38,21.28,0.018000,2.0537,-0.787,22.07
824,127.58,98.84,20.42,0.017100,2.0538,-0.7878,21.02
825,127.80,99.01,19.82,0.017200,2.0538,-0.7886,20.28
826,129.65,100.45,18.81,0.017000,2.0539,-0.7894,19.04
829,127.02,98.41,20.97,0.017400,2.0541,-0.7919,21.69
830,127.39,98.69,20.49,0.017100,2.0541,-0.7889,21.10
831,128.63,99.65,19.76,0.016700,2.0542,-0.786,20.20
832,130.19,100.86,19.43,0.017400,2.0543,-0.7831,19.80
833,128.79,99.78,20.65,0.017200,2.0543,-0.7801,21.30
837,127.99,99.16,21.99,0.017200,2.0546,-0.7684,22.95
838,127.88,99.07,21.43,0.017000,2.0546,-0.7636,22.26
839,124.03,96.09,24.03,0.016900,2.0547,-0.7588,25.46
840,124.42,96.39,23.06,0.016800,2.0547,-0.754,24.26
843,126.99,98.38,22.64,0.017100,2.0549,-0.7618,23.75
844,123.22,95.46,25.47,0.016600,2.055,-0.7681,27.23
845,123.72,95.85,24.52,0.016500,2.055,-0.7744,26.06
846,125.51,97.24,24.39,0.016100,2.0551,-0.7807,25.90
847,126.09,97.69,25.66,0.014900,2.0552,-0.787,27.46
850,120.09,93.04,31.70,0.010200,2.0553,-0.806,34.89
851,122.10,94.60,30.30,0.008400,2.0554,-0.7964,33.17
852,116.61,90.34,36.22,0.000300,2.1946,-0.7868,40.45
853,120.07,93.02,33.10,0.002300,2.3338,-0.7772,36.61
854,124.12,96.72,32.07,0.009900,2.1515,-0.784,35.35
857,121.31,94.53,33.85,0.012800,2.0225,-0.7877,37.54
858,118.55,92.38,35.72,0.008000,2.0492,-0.7862,39.84
859,118.93,92.67,35.19,0.004900,2.0758,-0.7847,39.18
860,120.79,94.12,32.82,0.007600,2.1025,-0.7831,36.27
861,120.85,94.17,34.74,0.008700,2.1292,-0.7816,38.63
864,111.38,86.79,46.72,0.009400,2.2558,-0.7714,53.37
865,115.99,90.38,39.39,0.009200,2.2249,-0.7643,44.35
866,116.06,90.44,39.81,0.008500,2.194,-0.7572,44.87
867,111.85,87.16,45.26,0.006300,2.2686,-0.75,51.57
868,110.34,85.98,45.14,0.005100,2.3432,-0.7429,51.42
871,104.72,81.60,52.05,0.005400,2.3235,-0.7335,59.92
872,100.03,77.95,53.68,0.008200,2.2763,-0.7409,61.93
873,97.51,75.98,57.53,0.006800,2.2292,-0.7622,66.66
874,90.70,70.68,63.92,0.006000,2.182,-0.7906,74.52
875,88.50,68.96,69.95,0.002500,2.1349,-0.7882,81.94
878,101.35,78.97,54.99,0.002500,2.1892,-0.7809,63.54
879,99.85,77.81,55.13,0.003400,2.2399,-0.7785,63.71
880,90.02,70.15,69.25,0.002200,2.2906,-0.6929,81.08
881,93.77,73.07,67.61,0.004600,2.3413,-0.7128,79.06
882,93.21,72.63,70.33,0.008300,2.392,-0.7327,82.41
885,98.81,77.00,52.97,0.012400,2.388,-0.7923,61.05
886,95.86,74.70,53.11,0.011000,2.4152,-0.8121,61.23
887,90.64,70.63,69.65,0.010500,2.4425,-0.8093,81.57
888,91.69,71.45,67.80,0.009800,2.4698,-0.8064,79.29
889,87.04,67.82,79.13,0.008900,2.4971,-0.8036,93.23
892,83.95,65.42,80.06,0.008400,2.579,-0.797,94.37
893,93.76,73.06,66.96,0.007700,2.6063,-0.7961,78.26
894,93.08,72.53,69.96,0.006200,2.6336,-0.7952,81.95
895,96.30,75.04,62.90,0.004100,2.6609,-0.7943,73.27
896,96.83,75.45,59.89,0.004600,2.6852,-0.7934,69.56
899,97.11,75.67,53.68,0.004900,2.7581,-0.7907,61.93
900,100.41,78.24,47.73,0.004800,2.7893,-0.7898,54.61
901,96.19,74.95,54.56,0.004000,2.8204,-0.7777,63.01
902,90.86,70.80,63.68,0.003200,2.8515,-0.7803,74.23
903,93.86,73.14,56.10,0.003100,2.8826,-0.7829,64.90
906,92.63,72.18,59.98,0.002900,2.7637,-0.7906,69.68
907,89.77,69.95,61.44,0.002900,2.7357,-0.7932,71.47
908,85.82,66.87,66.46,0.001800,2.7076,-0.7957,77.65
909,91.17,71.04,59.83,0.002200,2.6796,-0.7983,69.49
910,86.62,67.50,66.31,0.001500,2.6515,-0.8009,77.46
913,85.47,66.60,69.15,0.001200,2.4973,-0.7873,80.95
914,87.08,67.85,67.64,0.001200,2.661,-0.7935,79.10
915,81.50,63.51,74.26,0.000700,2.6167,-0.7997,87.24
916,75.45,58.79,80.86,0.000300,2.5724,-0.806,95.36
917,79.52,61.96,72.67,0.000200,2.5281,-0.8122,85.28
920,85.03,66.26,64.70,0.001300,2.3952,-0.822,75.48
921,85.66,66.75,60.90,0.001000,2.351,-0.8193,70.81
922,88.97,69.33,54.92,0.000500,2.3067,-0.8167,63.45
924,90.09,70.20,55.28,0.000100,2.2181,-0.8114,63.89
927,82.11,63.98,68.51,0.000700,2.1648,-0.8058,80.17
928,85.27,66.44,62.98,0.000600,2.2,-0.8039,73.37
929,87.32,68.04,60.72,0.000200,2.2127,-0.802,70.59
930,85.30,66.47,63.64,0.000200,2.2253,-0.8001,74.18
931,87.93,68.52,59.93,0.000200,2.238,-0.7983,69.61
934,91.00,70.91,58.49,0.000300,2.2759,-0.7921,67.84
935,89.50,69.74,58.91,0.000300,2.2886,-0.79,68.36
936,90.11,70.22,55.73,0.000300,2.3012,-0.7879,64.45
937,87.94,68.53,55.78,0.000100,2.3018,-0.7858,64.51
938,88.99,69.34,54.28,0.000200,2.3023,-0.7838,62.66
941,87.75,68.38,56.76,0.000300,2.304,-0.7774,65.71
942,91.88,71.60,52.37,0.000400,2.3046,-0.7751,60.32
943,90.99,70.90,49.84,0.000500,2.3052,-0.7728,57.20
944,89.29,69.58,47.34,0.000500,2.3057,-0.7706,54.13
945,88.19,69.28,44.93,0.000200,2.3063,-0.7683,51.16
948,87.06,68.39,44.56,0.000100,2.308,-0.7615,50.71
949,86.16,67.68,45.02,0.000200,2.3085,-0.7663,51.27
950,86.66,68.08,44.21,0.000200,2.3091,-0.7711,50.28
952,87.16,68.47,43.38,0.000300,2.4039,-0.7742,49.26
955,86.91,68.27,43.90,0.000600,2.4527,-0.7691,49.90
956,88.97,69.89,41.63,0.001000,2.469,-0.7674,47.10
957,90.24,70.89,40.00,0.001100,2.4853,-0.7657,45.10
959,92.96,73.02,39.19,0.000800,2.5179,-0.7622,44.10
962,92.85,72.94,39.08,0.001400,2.5668,-0.7542,43.97
963,93.47,73.43,38.56,0.001400,2.5763,-0.751,43.33
964,90.67,71.23,43.39,0.001100,2.5857,-0.7478,49.27
965,91.04,71.52,42.56,0.000900,2.5952,-0.7447,48.25
966,89.09,69.98,42.82,0.000700,2.6047,-0.7415,48.57
969,86.95,68.30,45.84,0.001200,2.6332,-0.7382,52.28
970,87.11,68.43,43.27,0.001100,2.6427,-0.7411,49.12
971,84.37,66.28,49.14,0.001200,2.6522,-0.7441,56.34
972,84.40,66.30,51.00,0.001100,2.6617,-0.7471,58.63
973,85.06,66.82,46.11,0.001200,2.6711,-0.7501,52.62
977,80.57,63.29,56.65,0.001300,2.7229,-0.7586,65.58
978,84.05,66.03,46.42,0.001100,2.7393,-0.7581,53.00
979,82.75,65.00,47.29,0.001000,2.7557,-0.7576,54.07
980,83.11,65.29,47.27,0.001100,2.7721,-0.7571,54.04
983,83.68,65.73,45.69,0.001400,2.8239,-0.7556,52.10
984,84.53,66.40,42.25,0.001300,2.8428,-0.7551,47.87
985,87.39,68.65,39.66,0.001900,2.8617,-0.7547,44.68
986,84.55,66.42,42.63,0.002300,2.8805,-0.7522,48.33
987,82.83,65.07,44.84,0.002400,2.8753,-0.7497,51.05
990,82.58,64.87,45.52,0.002700,2.8597,-0.7422,51.89
991,83.74,65.78,43.06,0.003200,2.8545,-0.7397,48.86
992,83.33,65.46,43.85,0.003000,2.8493,-0.7372,49.84
993,84.57,66.43,43.73,0.002900,2.8441,-0.7347,49.69
994,86.98,68.33,43.37,0.002800,2.8389,-0.7323,49.25
997,87.10,68.42,43.64,0.003200,2.8233,-0.7248,49.58
998,83.11,65.29,46.67,0.003100,2.8181,-0.7223,53.30
999,83.60,65.67,44.53,0.003000,2.8129,-0.7198,50.67
1000,83.66,65.72,41.25,0.002900,2.8077,-0.733,46.64
1001,82.76,65.01,42.93,0.002900,2.8025,-0.7304,48.70
1005,79.22,62.23,48.66,0.003200,2.7817,-0.7199,55.75
1006,79.03,62.08,48.46,0.003100,2.8048,-0.7173,55.51
1007,78.18,61.41,47.08,0.003000,2.8279,-0.7146,53.81
1008,77.42,60.82,49.30,0.002700,2.851,-0.712,56.54
1011,74.65,58.64,52.62,0.002900,2.6578,-0.7256,60.62
1012,77.48,60.86,45.49,0.003200,2.646,-0.7204,51.85
1013,76.87,60.39,44.67,0.003000,2.6341,-0.7152,50.84
1014,75.62,59.40,44.66,0.002700,2.6222,-0.71,50.83
1015,73.93,58.08,46.35,0.002600,2.6103,-0.7049,52.91
1018,70.60,55.46,52.65,0.002800,2.5746,-0.6893,60.66
1019,70.07,55.04,50.93,0.002700,2.5627,-0.6841,58.54
1020,71.73,56.35,47.56,0.002600,2.5508,-0.6808,54.40
1021,68.80,54.05,50.17,0.002000,2.5389,-0.6774,57.61
1022,68.92,54.14,49.33,0.002100,2.527,-0.6741,56.58
1025,68.11,53.50,49.68,0.002300,2.509,-0.664,57.01
1026,72.17,56.69,44.37,0.002400,2.5147,-0.6607,50.48
1027,72.64,57.06,43.61,0.002300,2.5205,-0.6573,49.54
1028,75.50,59.31,41.18,0.002200,2.5262,-0.6579,46.55
1029,76.09,59.77,42.36,0.002000,2.532,-0.6586,48.00
1032,75.86,59.59,43.74,0.002400,2.5492,-0.6604,49.70
1033,78.18,61.41,40.80,0.002400,2.555,-0.661,46.08
1034,79.93,62.79,40.06,0.002100,2.5607,-0.6617,45.17
1035,78.94,62.01,43.68,0.002000,2.5665,-0.6658,49.63
1036,76.71,60.69,45.89,0.002200,2.5722,-0.6699,52.34
1039,82.22,65.05,43.23,0.002200,2.3531,-0.6824,49.07
1040,80.60,63.77,42.93,0.002100,2.3429,-0.6865,48.70
1041,81.45,64.44,42.25,0.001900,2.3326,-0.6907,47.87
1042,83.11,65.75,40.36,0.001500,2.3224,-0.6878,45.54
1043,81.61,64.57,41.04,0.001400,2.3122,-0.685,46.38
1046,78.79,62.34,45.54,0.001800,2.2839,-0.6765,51.91
1047,79.52,62.91,44.14,0.002100,2.2762,-0.6736,50.19
1048,81.06,64.13,42.28,0.002200,2.2684,-0.6708,47.90
1049,83.43,66.01,42.04,0.002200,2.2607,-0.6798,47.61
1050,84.26,66.66,39.70,0.002100,2.2529,-0.671,44.73
1053,83.60,66.14,40.93,0.002000,2.2297,-0.6772,46.24
1054,81.65,64.60,40.39,0.002000,2.2219,-0.6847,45.58
1055,82.53,65.30,38.85,0.001800,2.2142,-0.6922,43.69
1056,85.81,67.89,36.53,0.001800,2.2064,-0.6997,40.83
1060,85.83,67.91,37.81,0.001800,2.0709,-0.6919,42.41
1061,84.35,66.74,37.67,0.001700,2.0948,-0.6868,42.23
1062,85.25,67.45,36.17,0.001500,2.1188,-0.6817,40.39
1063,86.50,68.44,35.79,0.001300,2.1763,-0.6766,39.92
1064,87.08,68.90,33.94,0.001400,2.2338,-0.6715,37.65
1067,83.43,66.01,39.18,0.001400,2.3585,-0.6562,44.09
1068,85.06,67.30,37.14,0.001500,2.3683,-0.6602,41.58
1069,84.54,66.89,38.10,0.001400,2.378,-0.6642,42.76
1070,85.37,67.54,37.15,0.001000,2.3877,-0.6682,41.59
1071,86.66,68.56,36.82,0.001000,2.3975,-0.6692,41.19
1074,85.84,67.91,38.32,0.001300,2.4267,-0.6719,43.03
1075,85.57,67.70,37.95,0.001300,2.4364,-0.6729,42.58
1076,87.39,69.14,36.08,0.001100,2.4461,-0.6738,40.28
1077,87.42,69.16,36.50,0.001400,2.4545,-0.6747,40.80
1078,87.89,69.54,35.30,0.001600,2.4628,-0.6756,39.32
1081,90.88,71.90,34.53,0.001900,2.4879,-0.6784,38.37
1082,90.57,71.66,33.36,0.001900,2.4962,-0.6775,36.93
1083,92.14,72.90,32.45,0.001900,2.5045,-0.6767,35.81
1084,90.86,71.89,33.44,0.001800,2.5129,-0.6758,37.03
1085,92.98,73.56,32.05,0.001900,2.5197,-0.6749,35.32
1088,91.24,72.19,32.87,0.001900,2.54,-0.6724,36.33
1089,90.97,71.97,31.80,0.001900,2.5468,-0.6715,35.01
1090,88.68,70.16,33.65,0.001700,2.5536,-0.6706,37.29
1091,89.44,70.76,31.37,0.001600,2.5604,-0.6698,34.49
1092,88.71,70.19,33.12,0.001700,2.5672,-0.6638,36.64
1095,91.23,72.18,30.24,0.001900,2.6329,-0.6729,33.10
1096,91.12,72.09,28.80,0.001800,2.6623,-0.6804,31.32
1097,90.51,71.61,29.03,0.001800,2.6918,-0.6879,31.61
1098,89.21,70.58,31.35,0.001900,2.7212,-0.6954,34.46
1099,89.02,70.43,32.63,0.001800,2.7507,-0.703,36.03
1103,91.30,72.23,30.62,0.001800,2.8502,-0.704,33.56
1104,89.67,70.94,32.36,0.001700,2.885,-0.7019,35.70
1105,90.92,71.93,31.67,0.001500,2.9198,-0.6997,34.85
1106,92.53,73.21,28.92,0.001400,2.9279,-0.6975,31.47
1109,94.77,74.98,30.04,0.001300,2.9519,-0.6911,32.85
1110,94.85,75.04,29.63,0.001400,2.96,-0.6889,32.34
1111,93.65,74.09,31.02,0.001400,2.968,-0.6868,34.05
1112,94.53,74.79,30.18,0.001400,2.976,-0.6828,33.02
1113,94.55,74.81,29.62,0.002000,2.984,-0.6789,32.33
1116,94.16,74.50,29.77,0.001900,3.0081,-0.675,32.52
1117,94.64,74.88,28.27,0.001900,3.0161,-0.6791,30.67
1118,94.40,74.69,28.46,0.001800,3.0242,-0.6832,30.91
1119,94.82,75.02,28.11,0.001900,3.0322,-0.6872,30.48
1120,95.08,75.22,28.15,0.001900,2.9996,-0.6913,30.52
1123,92.90,73.50,30.81,0.001700,2.967,-0.7035,33.80
1124,91.64,72.50,32.68,0.001700,2.9671,-0.7026,36.10
1125,91.55,72.43,31.54,0.001700,2.9671,-0.7016,34.69
1126,92.22,72.96,30.03,0.001800,2.9671,-0.7007,32.84
1127,92.04,73.23,27.99,0.001900,2.9671,-0.6997,30.33
1130,89.28,71.03,31.17,0.002000,2.9672,-0.6968,34.24
1131,89.35,71.09,30.58,0.002000,2.9672,-0.6959,33.51
1132,90.12,71.70,29.05,0.001900,2.9672,-0.6949,31.63
1133,92.08,73.26,26.36,0.001800,2.9672,-0.695,28.32
1134,91.84,73.07,25.93,0.002000,2.9672,-0.695,27.79
1137,92.70,73.76,25.35,0.002000,2.9673,-0.6952,27.08
1138,91.95,73.16,26.35,0.001900,2.9673,-0.6953,28.31
1139,92.33,73.46,26.22,0.001700,2.9673,-0.6953,28.15
1140,89.81,71.46,27.95,0.001700,2.9673,-0.6954,30.28
1144,89.80,71.45,29.00,0.001900,2.9674,-0.6956,31.57
1145,88.06,70.06,30.85,0.001900,2.9674,-0.695,33.85
1146,88.00,70.02,31.30,0.001800,2.9674,-0.6945,34.40
1147,88.17,70.15,29.78,0.001900,2.9674,-0.6939,32.53
1148,87.96,69.98,29.02,0.001800,2.9675,-0.6934,31.59
1151,90.10,71.69,26.31,0.001800,2.91,-0.6917,28.26
1152,90.61,72.09,25.02,0.001800,2.7541,-0.6912,26.67
1153,93.26,74.20,25.89,0.001800,2.835,-0.6906,27.74
1154,93.11,74.08,25.42,0.001900,2.9027,-0.6901,27.17
1155,94.13,74.89,24.34,0.001700,2.9704,-0.7039,25.84
1158,95.13,75.69,24.40,0.001900,3.0389,-0.667,25.91
1159,95.57,76.04,23.87,0.001900,3.0393,-0.6656,25.26
1160,95.55,76.02,23.47,0.001900,3.0397,-0.6642,24.77
1161,97.66,77.70,23.43,0.001900,3.04,-0.6628,24.72
1162,98.06,78.02,23.09,0.001800,3.0404,-0.6614,24.30
1165,98.35,78.25,24.28,0.001900,3.0416,-0.6571,25.76
1166,97.89,77.89,25.01,0.001900,3.042,-0.6557,26.66
1167,97.65,77.69,25.61,0.001900,3.0423,-0.6543,27.40
1168,98.67,78.51,25.40,0.001800,3.0427,-0.6529,27.14
1169,98.81,78.62,25.92,0.001800,3.0431,-0.6517,27.78
1172,100.44,79.91,25.56,0.001900,3.0443,-0.6481,27.34
1173,100.70,80.12,24.89,0.001800,3.0446,-0.6469,26.51
1174,100.41,79.89,24.90,0.001800,3.045,-0.6457,26.53
1175,99.89,79.48,25.67,0.001700,3.0454,-0.6446,27.47
1176,101.20,80.52,24.76,0.001900,3.0458,-0.6434,26.35
1179,100.99,80.35,24.99,0.001900,3.047,-0.6502,26.64
